editTopo.py edits file version 1
#
# This file can be used as an argument for editTopo.py --apply
#
# created: Sun Sep  6 11:41:01 2020
# by: aek156
# via: ./topogtools/editTopo.py --ref /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc topog_new_deseas_partialcell_mindepth_masked_fixnonadvective.nc
#
# These edits fill in the enclosed Sulu Sea basin up to the sill depth of 503m, by copying data from previous topography
# /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc
# see https://github.com/COSIMA/access-om2/issues/158#issuecomment-698758041
#
# There are additional edits below in the Denmark Strait, Faroe Bank channel, Nares Strait and Caribbean Sea
# - search for "created" to find these.
#
#   i    j  old                 new
  1099   804  932.6622314453125   1000.0
  1100   804  1048.21337890625    1008.3955078125
  1101   804  1081.75341796875    1008.3955078125
  1102   804  1032.893310546875   988.9707641601562
  1094   802  686.6911010742188   837.724365234375
  1095   802  558.80224609375     837.724365234375
  1096   803  559.5466918945312   837.724365234375
  1097   803  726.529052734375    837.724365234375
  1089   801  666.6285400390625   837.724365234375
  1090   801  833.1190185546875   837.724365234375
  1090   800  514.3289184570312   837.724365234375
  1090   810  322.4856872558594   592.2137451171875
  1082   811  654.104736328125    697.3265991210938
  1083   811  489.6761474609375   621.0
  1084   811  387.4856872558594   621.0
  1085   810  273.4261779785156   397.5320739746094
  1091   805  698.2066650390625   837.724365234375
  1097   804  726.1644287109375   748.7681274414062
  1098   804  801.4489135742188   837.724365234375
#
# created: Mon Nov  2 14:35:49 2020
# by: aek156
# via: /g/data/ik11/inputs/access-om2/bin/editTopo.py --ref /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc edit_edit_topog.nc
#
# These edits deepen the Nares Strait, by copying data from previous topography
# /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc
# see https://github.com/COSIMA/access-om2/issues/158#issuecomment-719225807
#
#    i     j  old                 new
   908  1023  462.39666748046875  410.8448181152344
   909  1023  410.8448181152344   410.8448181152344
   911  1023  376.10980224609375  410.8448181152344
   912  1023  383.700927734375    410.8448181152344
   913  1023  439.31787109375     411.15728759765625
   914  1023  451.1123962402344   411.15728759765625
   915  1023  410.8448181152344   397.5320739746094
